zone_id,year,month,day,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
4,2005,6,21,313,300,287,282,301,320,394,468,428,446,425,436,431,429,446,452,476,509,496,499,532,558,482,383
5,2005,6,21,4382,3971,3737,3747,4027,4503,5177,5650,5659,5747,6023,6369,6845,7322,7637,8212,9056,9935,10348,10228,10064,10011,8451,6536
6,2005,6,21,132570,127137,123116,123437,125604,133844,146123,159338,166225,173185,179423,185962,190518,197249,200966,206153,210559,213541,213614,208221,204801,203103,184812,162667
7,2005,6,21,138316,132897,128810,129145,131182,139559,152080,165830,173252,180665,187099,193781,198183,204932,208602,213579,217422,219692,219324,213635,210121,208347,190293,168466
8,2005,6,21,2061,1931,1887,1979,2047,2281,2467,2644,2744,2924,3085,3290,3494,3577,3697,3939,4127,4300,4308,4150,3943,3841,3354,2692
9,2005,6,21,83370,84063,83433,79821,65268,65394,67683,67431,67221,67116,66759,66486,66402,66402,66360,66570,66003,69174,80052,80220,79989,78750,74844,79065
10,2005,6,21,19718,18490,17782,17374,18118,20685,22425,24372,25215,25408,26035,26174,27215,27745,28499,29627,31400,32565,32428,31017,30336,30279,27338,24013
11,2005,6,21,66218,61866,59870,59711,60631,65696,77131,86877,88322,90982,93621,96876,99646,103726,107636,111262,114908,120415,122289,117499,112966,113099,102390,87176
12,2005,6,21,75141,68647,65978,64963,66492,73300,87149,94243,94806,98360,102794,108140,114336,120410,127510,135384,145257,155327,156269,149330,144123,145199,127500,105822
13,2005,6,21,12987,11910,11550,11331,11761,13425,15995,17421,17797,18117,18527,18850,19434,19842,18374,13642,16257,16957,21338,20852,20633,21444,19185,15574
14,2005,6,21,11479,10468,9905,9647,10104,11524,13190,13955,14170,14568,15234,16458,17951,19297,19495,16053,20685,22621,27926,26968,26122,25739,21906,17704
15,2005,6,21,42470,39724,38463,38136,39806,43695,50457,54224,55108,56204,58067,62747,64857,68848,67426,56845,65319,65158,75138,72138,69134,70350,63640,54878
16,2005,6,21,16693,15276,14714,14691,15196,16483,18811,21336,22039,22630,23445,24670,26138,27607,25563,23854,26484,28314,34637,33255,32397,32419,28058,22723
17,2005,6,21,23646,22234,21343,20547,21072,22912,25281,26337,26910,28525,29914,31376,33428,34786,35165,34103,37183,38407,41273,39947,39252,38576,34768,30250
18,2005,6,21,128707,116985,110436,109908,114944,128937,148128,160426,165726,172065,182943,193605,204916,220121,222502,206784,231716,242974,271971,265750,258337,254715,218494,179172
19,2005,6,21,45423,41277,39164,38331,39801,46466,54542,58684,58549,60794,63325,67980,73183,79411,79627,68170,82047,86213,100602,95926,91745,90339,77648,63649
20,2005,6,21,64101,60373,57828,57646,59098,66253,74686,81305,82611,84748,88104,90946,93775,94470,90020,77779,85846,90686,102767,99977,97805,98347,88074,76280
21,2005,6,21,1146042,1084543,1046918,1039740,1048740,1135648,1267880,1374147,1415175,1465697,1521115,1584329,1640874,1710742,1732281,1705556,1806084,1863233,1960909,1903580,1858078,1847391,1656340,1436893
1,2005,6,22,13105,11877,11350,10984,11278,12167,13597,14696,15521,16573,17458,17902,18847,20465,21358,22987,24959,25950,25903,24759,23064,22308,19773,16216
2,2005,6,22,144340,136204,130723,130346,132857,141132,150477,162178,168764,170576,173651,173776,179077,186002,191678,198754,204178,203118,191095,184400,182187,181888,168110,152679
3,2005,6,22,155743,146965,141050,140644,143353,152282,162366,174990,182097,184052,187370,187505,193224,200697,206820,214456,220309,219165,206192,198968,196581,196258,181391,164741
4,2005,6,22,328,302,283,283,302,323,422,442,436,422,438,433,446,454,460,452,476,521,516,541,504,493,457,372
5,2005,6,22,5344,4749,4355,4188,4459,4832,5574,6065,6083,6278,6448,6656,6727,7273,7678,8370,9340,10510,10677,10386,9642,9504,7965,6280
6,2005,6,22,149684,140953,135078,134534,137316,145964,156051,168243,174847,176854,180099,180432,185804,193276,199356,207124,213518,213628,201772,194786,191830,191392,176075,158959
7,2005,6,22,155743,146965,141050,140644,143353,152282,162366,174990,182097,184052,187370,187505,193224,200697,206820,214456,220309,219165,206192,198968,196581,196258,181391,164741
8,2005,6,22,2291,2148,2091,2095,2174,2433,2662,2799,2854,2824,2891,3024,3141,3156,3340,3716,4019,4002,3946,3828,3716,3604,3114,2543
9,2005,6,22,82950,83055,83874,84336,85449,85596,82593,73542,64953,65961,65142,64491,65184,65499,65163,66003,66507,65835,67452,65814,65562,65982,66213,65856
10,2005,6,22,21890,20226,19667,19424,19944,22475,24321,26693,27562,29355,31145,32674,33967,34496,34852,33957,34020,34647,34542,33205,32078,32110,28786,25096
11,2005,6,22,76746,70876,67945,66472,67138,72161,82998,93885,99654,105308,110259,115169,117231,119203,117499,118457,123042,129858,132001,126416,121923,117302,103789,88068
12,2005,6,22,89189,80049,75633,73744,74450,81481,95434,106424,113200,121284,127100,134159,142162,143975,144322,148608,163505,177491,178131,168573,149135,135698,127072,105219
13,2005,6,22,13241,12236,11705,11491,11770,13406,16045,17485,17872,18041,18516,18456,18510,18878,17768,16546,17047,17465,21893,21247,20941,21291,19229,15728
14,2005,6,22,14727,12974,12063,11615,11623,12907,14432,15771,16700,18330,20772,23610,26148,27899,26501,23891,25245,27098,32183,30601,29258,27830,23751,19329
15,2005,6,22,49010,45126,43232,42580,43283,46170,51149,56631,58384,63133,68504,73179,74757,77469,73208,68673,71545,73730,84252,78313,73738,72924,65678,56095
16,2005,6,22,19925,18052,17020,16652,16870,17922,20252,22703,24029,25682,27742,29600,30568,30867,25952,26477,28660,31477,38017,36348,34712,34105,29629,24883
17,2005,6,22,26819,24169,22625,22643,22981,25075,27371,28931,30255,32197,34802,38060,40197,41761,40588,39829,41475,42212,43768,42030,40848,40598,36418,31573
18,2005,6,22,152148,135583,127301,124006,127115,140626,160219,173971,182319,198462,212701,218352,224645,233819,226105,221804,237516,251258,281447,271697,264002,258443,223878,184997
19,2005,6,22,53651,47871,45012,43558,44367,50961,58965,63212,64320,70093,78381,84942,90316,93961,88445,85290,91684,94107,103547,98620,93901,92466,79873,65349
20,2005,6,22,68188,64117,61405,60440,62135,68882,77371,85119,86497,87152,88439,90016,92996,95538,93186,89979,93845,97767,108060,103144,100250,99477,89310,76055
21,2005,6,22,1295062,1204497,1153462,1140679,1162217,1249077,1364665,1468770,1518444,1576629,1639228,1679941,1737171,1795385,1791099,1809829,1891199,1939004,1971586,1892644,1830453,1799931,1631902,1424779
1,2005,6,23,13734,12046,11419,11100,11098,11889,13140,14028,15331,16852,18420,19706,21093,22859,24045,25230,26488,27601,27874,26479,24462,23668,20341,16712
2,2005,6,23,141264,132316,127369,127816,127343,134261,145155,157243,163350,169708,178522,183529,187525,194122,200040,205058,207642,212034,210314,202563,196375,192018,176647,157626
3,2005,6,23,152425,142769,137431,137913,137404,144868,156622,169666,176256,183116,192625,198028,202340,209458,215844,221259,224047,228785,226930,218566,211888,207188,190602,170079
4,2005,6,23,324,298,295,282,296,325,405,437,440,441,463,467,474,471,460,447,458,517,541,552,562,571,501,400
5,2005,6,23,5212,4604,4248,4180,4404,4719,5583,6042,6193,6284,6755,7111,7629,8201,8650,9556,10408,11190,11450,11031,10299,10045,8497,6725
6,2005,6,23,146476,136920,131617,131996,131747,138980,150738,163285,169543,175993,185277,190640,195154,202323,208690,214614,218050,223224,221765,213594,206673,202063,185144,164351
7,2005,6,23,152425,142769,137431,137913,137404,144868,156622,169666,176256,183116,192625,198028,202340,209458,215844,221259,224047,228785,226930,218566,211888,207188,190602,170079
8,2005,6,23,2186,2083,2034,1987,2092,2358,2547,2692,2768,2897,3097,3378,3554,3853,4173,4304,4648,4815,4752,4529,4204,4084,3554,2887
9,2005,6,23,65919,66654,65814,74529,79170,78750,79401,80241,79527,67095,65394,65793,65877,65940,66129,65709,65898,66003,66066,66318,66318,66087,66360,65142
10,2005,6,23,22461,21065,20322,19869,19848,22004,23894,25828,27145,28785,30211,31576,32354,33049,33682,34029,35050,35821,35122,33096,31271,31304,28800,25388
11,2005,6,23,77249,70400,66609,65083,65361,69803,80063,90444,95209,100905,106364,111748,115383,119866,123527,127854,131630,135044,133400,126826,119516,117444,105805,89691
12,2005,6,23,88188,78592,74075,72090,72331,78267,92540,103152,108895,115345,121140,127676,135273,140785,147332,154874,163184,169385,160837,154428,146872,145939,129465,106378
13,2005,6,23,13232,12216,11744,11546,11804,13332,15953,17333,17611,18190,19014,19809,20387,21099,21920,18709,19713,22800,24196,23155,22667,22949,20501,16804
14,2005,6,23,16083,14064,12957,12293,12438,13508,15154,16831,17976,19462,21668,23707,25701,27449,28827,25563,26865,30624,31779,29692,27474,26603,23134,18534
15,2005,6,23,49191,45216,43335,42630,43132,45263,50081,56396,60221,62777,67587,72969,77527,82507,85901,75849,76938,85462,88418,83440,79039,78903,70218,60156
16,2005,6,23,21079,19012,17802,17212,17398,18149,20482,23509,25022,26545,28540,30419,32371,34360,35672,31812,33130,36743,40031,37793,35219,34387,30040,24535
17,2005,6,23,28331,26316,24792,24069,24207,26162,27859,29845,31780,33406,35548,37914,39952,41382,42184,41509,42333,44380,44796,42288,40278,39859,36006,31296
18,2005,6,23,156263,139678,130410,127147,130435,141272,160220,176671,184799,195222,209947,223423,237397,252405,265592,253226,266780,289778,299026,286893,272803,265969,229040,188756
19,2005,6,23,55410,49482,46254,44418,44925,51023,59588,64535,67343,72050,77915,84431,91066,97150,102941,91697,96506,109703,115276,109785,103899,101631,87559,69769
20,2005,6,23,67477,62487,59794,58318,60487,66972,75743,82660,84742,87126,90740,94317,97515,100485,104337,96733,99298,109213,112476,107312,103154,102238,91706,78527
21,2005,6,23,1274929,1178987,1125752,1122391,1133324,1206773,1331790,1450504,1510407,1565315,1651852,1724669,1790912,1867222,1935790,1919291,1973113,2071907,2081979,1996906,1914861,1880138,1694522,1463835
1,2005,6,24,13949,12317,11554,11269,11278,12254,13678,14850,15533,16894,18830,20559,22497,24522,25942,26987,28158,28884,28992,27441,24860,23327,20141,16840
2,2005,6,24,143506,136192,130702,127451,128749,134582,144922,159297,169858,179748,190951,200381,207480,217427,223243,227237,230839,229788,225210,215672,206537,204425,186746,165895
3,2005,6,24,154844,146951,141028,137520,138921,145214,156371,171882,183277,193948,206036,216211,223872,234604,240879,245189,249076,247941,243002,232710,222854,220575,201500,179002
4,2005,6,24,345,305,294,299,299,317,390,443,451,468,470,478,490,483,513,540,557,581,588,581,548,588,518,458
5,2005,6,24,5443,4687,4317,4163,4374,4662,5421,6191,6328,6836,7508,8286,9185,10014,10751,11609,12367,12947,12917,12187,11488,11105,9812,8125
6,2005,6,24,148950,140879,135019,131614,133123,139244,150343,165488,176186,186583,198459,208667,216666,227441,233994,238846,243206,242734,238127,227859,218025,215530,196559,174021
7,2005,6,24,154844,146951,141028,137520,138921,145214,156371,171882,183277,193948,206036,216211,223872,234604,240879,245189,249076,247941,243002,232710,222854,220575,201500,179002
8,2005,6,24,2432,2239,2137,2112,2195,2438,2642,2817,3021,3324,3636,4051,4346,4685,4867,5019,5270,5346,5241,4967,4743,4614,4095,3403
9,2005,6,24,76020,80703,79842,79632,80283,85155,84504,84441,84420,83223,82698,82509,81270,65037,63651,63777,63714,63882,63609,63882,64113,64281,64722,64848
10,2005,6,24,22650,20361,19610,18993,19222,21960,23727,26116,27731,29360,31056,32521,33474,34562,34905,35661,36454,36877,36138,34341,32328,31945,29257,25939
11,2005,6,24,77689,71433,67539,66009,66701,71447,80850,90534,95883,103350,111937,118720,125239,130936,136425,141987,146251,148826,141762,134608,128975,125914,114029,99062
12,2005,6,24,89147,78962,73807,71718,72204,78655,91400,100441,104477,113537,126873,139500,152275,161532,174265,185991,195272,200375,194713,177711,163226,159383,143846,122496
13,2005,6,24,14249,12942,12301,12162,12402,13753,16180,17999,18548,19079,19802,20770,21803,22914,21568,22055,23221,26161,25660,24419,23263,23354,21345,18052
14,2005,6,24,15196,13265,12150,11637,11843,13001,14611,15814,16378,18232,20905,23553,25913,27730,26899,28541,30202,33356,32678,30340,27978,26639,23218,19277
15,2005,6,24,52756,48062,45314,44253,44110,46624,52396,57214,59986,63965,69257,75204,79593,84356,81592,83356,86434,93932,91003,85327,79908,78814,71651,62427
16,2005,6,24,20972,18832,17382,16599,17154,18059,20264,23144,25092,27599,30484,32801,35342,38291,39551,41948,43118,45119,44372,41310,38030,37266,33198,27980
17,2005,6,24,27803,25571,23924,23097,23245,24858,27470,28973,30442,32381,34593,37036,39472,41928,42261,43784,44629,46190,44905,41923,39623,38425,35262,31092
18,2005,6,24,158376,140712,129917,124909,126896,137963,155767,171575,181364,195818,215069,235851,254964,273805,279352,293523,305995,323462,319466,302690,283870,274229,241085,204914
19,2005,6,24,58005,50841,46344,44125,44301,49637,56457,61597,64563,69607,77342,86381,93208,101117,99239,104677,108889,119768,117753,110552,101932,97852,85938,71982
20,2005,6,24,69299,64369,60923,59404,60676,66641,74856,82968,86705,91310,96213,101253,105832,109059,107123,109157,111724,120325,118258,111546,105551,103988,95556,83014
21,2005,6,24,1306475,1216574,1155132,1124486,1136897,1211678,1328620,1453666,1533520,1629210,1748155,1860943,1956793,2045047,2087899,2155073,2214452,2274435,2227396,2112776,2000706,1962829,1779978,1557829
1,2005,6,25,13964,12195,11145,10521,10374,10586,11312,13140,15329,17302,19225,20726,21942,24322,26063,27066,28251,28596,28104,26851,24724,23243,20776,17196
2,2005,6,25,149799,139984,133199,128055,125485,126744,129774,142454,158435,176186,189498,201609,208616,215687,216889,219963,220146,216935,213522,202900,195384,190783,175620,156588
3,2005,6,25,161634,151044,143723,138171,135398,136757,140027,153708,170952,190105,204469,217536,225097,232726,234024,237341,237539,234074,230390,218930,210819,205855,189494,168959
4,2005,6,25,367,329,311,306,315,332,370,466,524,527,571,577,555,561,577,547,554,584,601,584,572,594,527,423
5,2005,6,25,6640,5683,5094,4716,4568,4637,5060,6056,7265,8403,9615,10597,11535,12250,12817,13090,13424,13592,13480,12682,11798,11346,9929,8187
6,2005,6,25,156439,145667,138293,132770,130052,131381,134835,148510,165701,184589,199114,212205,220151,227937,229707,233053,233570,230528,227002,215582,207182,202129,185549,164775
7,2005,6,25,161634,151044,143723,138171,135398,136757,140027,153708,170952,190105,204469,217536,225097,232726,234024,237341,237539,234074,230390,218930,210819,205855,189494,168959
8,2005,6,25,2866,2552,2423,2324,2290,2396,2599,2980,3458,3937,4388,4838,5095,5330,5522,5552,5595,5532,5410,5111,4729,4588,4035,3389
9,2005,6,25,65499,65016,65247,75201,78645,79359,79086,78204,78624,72408,64764,64407,64512,64848,64575,64386,64092,66822,69153,75999,82593,83139,83097,83706
10,2005,6,25,22943,21067,19914,19194,18856,19164,19976,21699,24517,27251,28786,30115,31383,31792,32337,32392,32323,32113,31208,29558,27982,27896,25895,23486
11,2005,6,25,85940,78681,74054,70752,69363,70372,74205,84485,100718,114952,126623,136400,145595,152716,158367,160429,162096,160434,156526,145846,133865,129490,116917,103249
12,2005,6,25,103844,91911,84801,80166,78098,78952,84461,100897,125173,149397,170049,188553,203257,214932,225271,229966,232665,229166,219657,200719,183044,174873,154684,132602
13,2005,6,25,15406,13856,12997,12761,12819,13129,14376,16112,18121,19822,21179,22513,23644,24228,20366,21094,21765,22006,25994,24910,23892,23779,21711,18535
14,2005,6,25,16191,14158,12852,12092,11676,11682,12324,14524,17502,20580,23898,26486,28695,30985,27662,28747,28952,28307,31447,29353,28002,26978,24029,20586
15,2005,6,25,54329,50023,46942,44812,44748,45668,47473,52379,58699,64753,70034,76060,81855,86432,77407,78982,78714,76568,86332,82078,78482,77637,69924,61314
16,2005,6,25,23736,21311,19539,18635,18391,18328,19449,23437,28326,32921,36788,40020,42969,44958,43347,44429,46146,45942,46366,43023,40048,38993,34831,29218
17,2005,6,25,27893,25167,23756,22674,22386,22291,22943,25343,28640,32376,35195,37908,39937,41131,40170,41221,41610,40291,41860,40020,38648,38043,34324,29832
18,2005,6,25,172061,151559,138048,130540,127372,130158,136750,158128,185666,213760,242373,267950,289065,303505,284249,295415,303977,302264,317390,299703,279760,270078,239360,202955
19,2005,6,25,60353,52864,48216,45943,45063,46149,49373,57037,67354,78349,88102,96298,102732,109088,98735,102717,103384,101667,113184,106913,100143,96950,85814,72462
20,2005,6,25,73251,67133,62545,60504,60097,61747,64966,72098,81224,89656,96763,103096,108302,111770,102808,104096,106923,108061,115334,109664,104097,103314,94407,81345
21,2005,6,25,1374789,1261244,1186822,1148308,1131394,1146589,1189386,1325365,1507180,1687379,1835903,1975430,2080034,2167924,2134917,2177827,2199265,2177556,2203350,2089356,1986583,1935563,1760417,1547766
1,2005,6,26,14160,12415,11355,11021,10757,10699,11496,13377,16017,18458,20411,22370,23453,23165,22416,22326,23089,23432,23209,22884,22102,22000,19984,16790
2,2005,6,26,141454,131225,124693,120754,117844,117371,118695,130782,149164,164485,180265,192836,200425,205851,209360,214872,219263,220009,215813,212588,205504,202305,185394,164629
3,2005,6,26,152630,141593,134543,130293,127154,126644,128073,141114,160949,177479,194506,208071,216260,222114,225899,231847,236585,237390,232863,229383,221739,218287,200040,177634
4,2005,6,26,370,326,323,322,321,324,340,404,496,529,520,512,560,531,562,579,561,563,573,623,582,598,521,426
5,2005,6,26,6790,5769,5199,4753,4446,4424,4750,5623,6848,8004,8946,9771,10797,11452,12105,12891,13394,13777,13154,12665,12129,11620,9833,7829
